,query_id,query,query_locale,product_id,esci_label,product_title,product_description,product_bullet_point,product_brand,product_color_name,product_locale,example_id,fold
1126767,,14 flute oil filter wrench,us,B08MDWSMCQ,exact,GOHAWKTEQ Oil Filter Wrench Removal Tool Compatible with 64mm Cartridge Housing Toyota RAV4 Camry Tundra Sienna 2.5L-5.7L Oil Cap Wrench Remover,oil filter wrench,"Fitment: The oil filter wrench can be used on most Sicon vehicles. It is designed for 64mm cartridge oil system. Please note that that the applicable engine type is 2.5L-5.7L.
Overall Size: The diameter for the oil filter wrench is 64mm and there are 14 flute on the side wall. It gives you good catching feeling and easy handle.
Material: The oil filter wrench is made of 6061 T5 aluminum and forged with high temperature. This is absolutely corrosion and rust resistant. The high strength material make is breakage proof.
Design: There are 4 slots on the bottle edge so that the oil filter wrench can catch the filter caps firmly. And the screws on the top can be driven with 27mm or 3/8 inch socket and ratchet.
Warranty: We offer one year warranty for the part. If you need any assists during usage, feel free to ask and we are glad to help.",GOHAWKTEQ,,us,266962.0,5
1793010,,purple butterfly accessories,us,B07GGLJLD4,exact,Elesa Miracle Baby Girl Butterfly Hair Clips Toddlers Infants Kids Butterfly Clips Barrettes,Elesa Miracle Baby Girl Hair Clips Butterfly Hair Clips Toddlers Infants Kids Hair Butterfly Snap Clips Barrettes (12pc- Colorful Butterfly),"Package include 12 pieces Butterfly clips, barrettes
12 Colors, each colors features one pieces. Multiple colors can match each day outfit
Comes in a Gift box, it's a good gift choose, Gift Box size: 4.8"" *3.2"" *1.4""
It is a good gift choose to mom and kids. Assorted colors can match daily outfit or it will be perfect hair accessories when take photo.
Size: the width of the butterfly approx 2 inch",Elesa Miracle,12pc- Colorful Butterfly,us,1032900.0,1
863009,,funda tablet 29 x 19,es,B07Y645MRQ,exact,"GUODONG Tablet PC Case Bolsa de Malla de Nylon con cordón for iPad Air 2 y 1 / iPad 4/3/2/1, tamaño: 29 cm x 19 cm (Negro) Tablet contraportada (Color : Black)","Proteja su tableta contra rasguños, sucio, el rasgón y el desgaste.<br/>1. Fabricado en nylon de alta calidad, ligero y duradero.<br/>2. Proporcione a sus dispositivos una protección completa (suciedad, arañazos, golpes, marcas, etc.).<br/>3. Bolsa de malla para dispositivos de tamaño inferior a 9.7 pulgadas y almohadilla.<br/>4. Ligero y portátil, fácil de transportar y usar.<br/>A estrenar y compatible con su tableta.","Para el caso de la tableta
Cubierta de la caja de Tablet PC
El lujo y la moda Tablet PC de Protección caso de Shell
Perfecta tableta de montaje y proteger Bien",GUODONG,Black,es,45250.0,1
289571,10935.0,stabilus lift-o-mat,us,B01CMI5ZE8,substitute,"Apexstone 200N/45LB 10 inch Gas Struts,Gas Springs,Gas Strut,Lift Support,Gas Shocks,Lid Stay,Lid Support,Set of 2",Package include: 2 X 200N/45lb gas strut,"Force:200N/45lb (Per Strut);Length ( hole center to hole center) :9-11/16'';Travel:3-14/25'' ,Distance between ball mounts compressed: 6-1/8"",Set of Two in the Package.NOT SOFT CLOSE GAS STRUT!!!CONTACT US BEFORE PLACING ORDER
45 lb Gas Shocks Perfectly suitable for truck toolbox lid, RV door, cabinet lid, bed with storage,and other DIY projectsWidth).WORKING TEMPERATURE: -10 ℃ - 40 ℃/14℉-104℉mm).Bracket Holes' Size: 8 mm(diameter),8 mm(diameter),10 mm X 8 mm(Length X Width).WORKING TEMPERATURE: -10 ℃ - 40 ℃/14℉-104℉
Lids soft open gently,Ideal for supporting the lid to keep it open,Support opens lids to a maximum angle of 90 degrees,it fit for the door/lid which the WIDTH is Less than 20 inch , the WEIGHT is between 45 and 90 lb,trailer,bed,RV under-bed storage, trap door etc.
Package included: 2 X 200N Gas Strut and 10 X Screws
We offer 1 YEAR 100% SATISFACTORY WARRANTY, if unfortunately DOA or our 45 LBS GAS STRUT did not work well ,please kindly contact us for exchange, refund or return",Apexstone,,us,,5
2292981,,not my circus not my monkeys t-shirt,us,B08FLGP6YC,exact,Womens Funny Not My Circus Not My Monkeys V-Neck T-Shirt,,"Funny pun of the popular polish proverb saying Not My Circus Not My Monkeys with a playful circus monkey theme. It’s the perfect funny gift for anyone who loves to be sarcastic or use sarcasm about not being sucked into someone else's problems or drama.
Great design for Kids, Men & Women who don’t care to be pulled into the world’s chaos and the stupidity that surrounds us.
Lightweight, Classic fit, Double-needle sleeve and bottom hem",Sassy & Sarcastic Apparel,Blue,us,1425871.0,3
1570643,,drawer cart on wheels,us,B07BXF164W,exact,Giantex Rolling Storage Cart w/ 4 Drawers 2 Shelves Metal Rack Shelf Home Office School Beauty Salon Utility Organizer Cart with Wheels (Blue Green Orange & Red),"<p><b>Product Description:</b></p> <p>Our 4 drawer rolling storage cart includes 4big drawers and 2 shelves which provide enough storage space. It is ideal forgetting your work and life space easily in your office, home, school, garage orjust about anywhere organization is needed. Be made of chrome steel framed andplastic drawer organizer, this 4 drawer 2 shelves rolling cart is durable andserve you for a long time. Four universal wheels will help you move it easily.Do not hesitate to buy one!</p> <p><b>Feature</b></p> <p>High quality and brand new</p> <p>Be made of steel frame, sturdy and durable</p> <p>Including 4 big drawers(1 blue, 1 green, 1orange and 1red) for storage</p> <p>Drawers with round knob for easy taking in andout</p> <p>With 2 metal mesh shelves</p> <p>4 universal wheels (2 with locks) for easymovement and fixation</p> <p>Make maximum useless for your storage space</p> <p>Idea for kitchen, living room, dorm and office</p> <p>Assemble required</p> <p><b>Specifications</b></p> <p>Material: steel and plastic</p> <p>Overall size:25.0""x14.5""x29.5""(LXWXH)</p> <p>Size ofdrawer:13.5""X11.0""X4.5""(L X W X Depth )</p> <p>Diameter of wheel:1.5""</p> <p>Size of each shelf: 23.0""X14.5""(LXW)</p> <p>Product weight: 10.0 lbs</p>","『Sturdy Chrome Metal Frame』- The whole frame of this storage cart is constructed of high-quality steel and is processed with chrome finish. It remains rust-resistant and feels smooth. This cart will keep long-term use.
『Versatile Usage』- Our Giantex drawer cart is an deal organizer for your home, classroom, crafts or art studios to store a variety of stuff such as snacks, books, socks, pot plant, tools and toys etc.
『4 Removable Drawers & 2-Tier Shelf』- Four drawers at two bottom shelves offer ample space to you to store and classify your stuff. They are semi-transparent and kindly protect your privacy. Two top shelves can be used for storing and displaying your books or some other stuff as you need.
『Maneuverability and Stability』- With four flexible wheels and two top handles, the cart can be easily moved and pushed to any corner you want. Two wheels are lockable so it can also maintain stable if you want it stop.
『Easy to Assemble』- This storage cart comes with detailed manual and complete accessories. Specific manual helps you save much effort and time to assemble it well because all parts and assembly steps are listed for your reference.",Giantex,Multicolor & Chrome Finish,us,570204.0,4
1485586,,color switching led lights,us,B07XBSN3Y5,exact,"Govee 16.4ft Color Changing LED Strip Lights, Bluetooth LED Lights with App Control, Remote, Control Box, 64 Scenes and Music Sync Lights for Bedroom, Room, Kitchen, Party","<p>Govee 16.4ft Bluetooth RGB LED Strip Lights</p><p>Instant control via Bluetooth</p><p>Manage your strip lights smartly with Govee Home App via a 100ft/30m Bluetooth connection. Power on/off, dim or change colors at the touch of a button.</p><p>Get Closer to Your Music</p><p>Govee LED strip lights will turn every beat into a light effect and transform your room into a dancefloor. Jazz it up with color-changing lights that dance to the rhythm of any song. </p><p>Create a personalized experience</p><p>Transform your home with over 16 million colors and multiple scene modes, instantly creating the right atmosphere to suit your mood. </p><p>User-Friendly Timer </p><p>Incorporating your LED lights into your daily routine is now easier than ever. You can set your lights to brighten until you wake up or gradually dim until you drift off to sleep.</p><p>Safe and Reliable</p><p>The ETL certified power adapter puts your safety first and provides a reliable lighting experience. Say goodbye to constantly replacing lights and faulty adapters.</p>","Triple the Control: Take control of your LED lights with the Govee Home app, the remote, or the control box. With a stable Bluetooth connection, you can change colors, power the lights on/off, or adjust brightness within a 10m/32.8ft control range.
Light Up Your Music: The built-in, sensitive mic allows you to sync the LED lights to your preferred music. Jazz your weekend party up with color-changing lights that dance to the rhythm of any song.
Customize Your Lighting: With the DIY mode, via the Govee Home app, you can personalize light effects to your liking. Choose from 16 million colors and reinvent your bedroom, kitchen, and living room decor with ease.
Multiple Scene Options: The LED color changing lights feature 64 scene modes, easily transforming your space to match your mood, indoor activities. Select dating mode to create an atmosphere for your dinners or film mode when enjoying a movie night.
Setup in Seconds: Simply attach the strip lights to a clean, dry surface using the adhesive. For extra security, use the provided support clips. You can also trim the lights to fit your specific design. (Note: 4-pin connectors not included).",Govee,"Rgb (Red, Green, Blue)",us,500791.0,4
2528902,,電動シェイバー レディース,jp,B005FE7GIK,exact,ブラウン レディースシェーバー シルク・エピル 水洗い/お風呂利用可 LS5160R,,"サイズ:W51×D34×H143mm
本体重量(kg):",ブラウン(Braun),ピンク,jp,1677869.0,2
2457765,,ドライヤー 人気 ランキング,jp,B07VP96BJN,exact,パナソニック ヘアドライヤー ナノケア 高浸透「ナノイー」搭載 ピンクゴールド EH-NA0B-PN,,"美容のために進化した、新世代の高浸透「ナノイー」
水分発生量 従来の18倍※1、高浸透「ナノイー」新搭載。「ナノイー」の水分発生量を格段にアップさせた、新しい「ナノイー」デバイスを搭載。
高浸透「ナノイー」が毛髪内部へ浸透し、髪へのうるおい1.9倍。※2 キューティクルとキューティクルのわずかな間から、高浸透「ナノイー」が浸透。髪の内部までうるおう。
使い続けることで差が出るなめらかさ。摩擦ダメージによる髪のざらつきを抑え、なめらかな髪へ。
付属品:セットノズル",パナソニック(Panasonic),ゴールド系,jp,1603232.0,5
1512914,,cricut mat,us,B08723RSS5,exact,"Ecraft 12""X12"" Strong Grip Cutting Mat for Cricut Explore One/Air/Air 2/Maker 3 Pieces Strong Adhesive Sticky Purple Quilting Cut Mats Replacement for Crafts、Sewing and All Arts.","ecraft replacement cutting mats are made of PVC which is durable and environmental-friendly. made of durable non-toxic materials, these mats are durable enough which not easy to break off. These cutting mat square gridded area size: 12x12 Inch(305X305mm),the entire cutting mat size: 13x14Inch(330X356mm)(L*W).Stronggrip cutting mats offer a strong adhesive surface, perfect for Cardstock, Printable Iron-on,Glitter Cardstock,Pearl Paper,Vellum,Printer Paper,Vinyl,Handmade papers,Washi Sheets,Craft paper,Thin fabrics,Embossed Cardstock,Construction Paper,Window Cling,Printable Fabric etc. These adhesive cutting mat has just the right amount of sticky.Keep the clear film cover on the cutting mat when storing to keep cutting mat stickiness free from scraps and dust.","【Cutting Mat For Cricut】- ecraft cutting mat 12x12 work perfectly in Cricut Explore One/Air/Air 2/Maker. These cutting mats contain exact grid lines, which will greatly help the cutting process. These cutting mat for Cricut will help you complete your creative design better. Great for crafters, quilters, art students and hobbyists to do most DIY projects.
【Excellent Quality Material】- ecraft stronggrip cutting mat is specially formulated for lightweight materials, the long-lasting lightgrip mats allow you to easily cut and easily removed without any damage.These cutting mat square gridded area size: 12x12 Inch(305X305mm),the entire cutting mat size: 13x14Inch(330X356mm)(L*W)
【Recommended Materials】- The ecraft stronggrip cutting mats offer a strong adhesive surface, perfect for Cardstock, Printable Iron-on,Glitter Cardstock,Pearl Paper,Vellum,Printer Paper,Vinyl,Handmade papers,Washi Sheets,Craft paper,Thin fabrics,Embossed Cardstock,Construction Paper,Window Cling,Printable Fabric etc.
【Easy To Use】ecraft cutting mats are made of durable non-toxic materials, these mats are durable enough which not easy to break off. When you paste the material on the cutting mats, they would held your designs nicely and released just as easy.This cut mat will make your cutting experience less stressful because you do not need to watch the Cricut machine.
【Extend The Lasting Time】- Use the scraper to scrape away excess pieces and the spatula to carefully remove cut images. Keep the clear film cover on the cutting mat when storing to keep cutting mat stickiness free from scraps and dust.",ecraft,Purple for cricut 12X12 (3 pack),us,521349.0,3
1376614,,water machine,us,B06Y55F9GL,exact,"Honeywell HWB1083S 39-Inch Commercial Grade Freestanding Water Cooler Dispenser, Hot, Room and Cold Temperatures with 3 Tray Positions and Cabinet, Stainless Steel",,"Commercial Grade Freestanding Water Cooler Dispenser, Hot, Room and Cold Temperatures",Honeywell,Stainless Steel,us,1273535.0,5
431342,18744.0,vestido con short para mujer,us,B0817KF8GX,substitute,Relipop Women's Jumpsuit Floral Print V Neck Baggy Sleeve Waist Tie Double Layer Ruffle Hem Short Mini Dress Romper Orange,"<br><b>Dress up myself,not for anyone!----Relipop</b><br> --------------------------------------------------------------------------<br> <br><b>Relipop - Happily providing popular clothing and accessories~because we like to share pop with friends!</b><br> ---------------------------------------------------------------------------------------------------------------------------------------------<br><br> <b>I wish you a happy shopping. ^-^</b><br> --------------------------------------------------------------------------<br><br>","BRAND INTRODUCTION: Relipop is a registered trademark. We are committed to providing high quality fashion clothing to make your life better. Choose Relipop, choose real popularity!
HIGH QUALITY FABRIC: 95% Polyester+5% Cotton, soft, comfortable, breathable, skin-friendly, comfy to touch and wear, makes you feeling well.
STYLISH DESIGN: Floral print makes you more fashion. High elastic waist makes you more attractive. Pleated hem makes this romper simple but elegant and classy, helps you show your unique charming.
SUITABLE OCCASIONS: Perfect for daily life, indoor, outdoor, work, date and party. Suitable for any occasion in late spring, summer and early fall.
MORE CHOICES: Click ""Relipop"" for more new fashion style. Please recognize our brand name ""Relipop"", you can get the best products and services.",Relipop,Orange,us,,4
1708193,,hamilton beach sandwich maker,us,B001YI459O,substitute,"Proctor Silex Sandwich Toaster, Omelet And Turnover Maker, White (25408Y)",,"Make Hot Sandwiches and More: Turn a Lunchtime Staple Into Something Special by Making It Warm and Toasty; Or Quickly Cook Other Meals Like Omelets, French Toast and Desserts
Compact Design and Storage: Built for Small Spaces, the Proctor Silex Sandwich Maker Is Compact in Size and Can Be Stored Upright Taking up Minimal Cabinet Space
Easy Clean Nonstick Plates: Cleanup Couldn’t Be Easier Thanks to the Nonstick Plates. Simply Wipe Them Clean With a Damp Cloth Once They’ve Cooled
Indicator Lights: Power on and Preheat Lights Let You Know When It’s Time to Cook. Do not use steel wool, scouring pads, or abrasive cleansers on any part of the unit
Toasty Results, Sandwich After Sandwich: A Warm, Toasty Sandwich Is Always a Good Idea for a Quick, Satisfying Meal",Proctor Silex,White,us,697028.0,3
473175,20524.0,sin sal,es,B074CR89FP,irrelevant,"Válquer Profesional Champú Premium, Zero Cabellos Lisos, Sin: Sal, Sulfatos, Siliconas, Parabenosm 0% Volumen, con Pantenol, Multicolor, 1000 Mililitros",,"Champú cabellos lisos con polisacáridos y proteínas de seda
Innovadora fórmula con textura ""sponge""
Fabricado con agua tratada: descalcificada
Cosmético con certificación halal. Formulado sin sulfatos, sin sal, sin parabenos, sin siliconas, sin colorantes y sin alcohol
No testado en animales",Valquer Profesional,Multicolor,es,,3
1274349,,baby feeding spoon bpa free,us,B071NLM622,exact,"Munchkin Gentle Silicone Spoon, Blue/Green",,"Set of (2) infant spoons that are gentle on sensitive gums
Made of odor-resistant silicone
Ergonomically-designed handle is comfortable to hold
Top rack dishwasher safe, BPA-free
4+ months",Munchkin,Blue/Green,us,351079.0,2
735340,31477.0,わに口クリップ,jp,B07F8T7WYN,exact,オーディオファン ワニグチクリップコード 10本 セット micro bit 電子工作 （ホワイト・レッド・イエロー・グリーン・ブラック 各2本） 日本国内より発送,両端ともにワニ口クリップのケーブルセットです。マイクロビット(micro:bit)など電子工作・実験の際に便利です。<br>ホワイト・レッド・イエロー・グリーン・ブラックの各色2本ずつで合計10本を発送いたします。<br /><br />以下のキーワードで検索いただいたお客様にご購入いただいております<br /> ワニ口ケーブル ワニ口クリップ ワニグチケーブル ワニグチクリップケーブル ミノムシクリップ ミノムシクリップケーブル ワニグチクリップ マイクロビット micro:bit 電子工作 ケーブル ケーブルセット 電子工作用ケーブル ワニグチ付ケーブル ワニ口付ケーブル テスターケーブル raspberrypi ワニ 口 クリップ みのむし みのむしクリップ わにぐち わにぐちクリップ わにクリップ わに口 わに口クリップ ワニ口 工作 クリップコード ケーブルわに ケーブルクリップ コード ミノムシ ミノムシコード ワニぐちクリップ ワニクリップ ワニクリップ ワニグチ ワニ口クリップケーブル ワニ口クリップコード,"両端ともに ワニ口クリップ （ミノムシクリップ）のケーブルセットです
はんだ付けに不慣れな方も配線しやすいワニグチクリップですので、マイクロビット(micro:bit)など 電子工作 や 電気実験 の際に便利です。
●製品内容 ワニグチ クリップ付きケーブル （ホワイト・レッド・イエロー・グリーン・ブラックの各色2本ずつ 合計10本）
●ケーブル長 約 30cm（全長約40cm）
●ワニ口サイズ 約 開口部最大 6mm ●保証期間 お届け日より1ヶ月",オーディオファン,,jp,,2
1339290,,car shampooer for auto detailing,us,B07D46SQ63,irrelevant,"BISSELL SpotClean Pet Pro Portable Carpet Cleaner, 2458",,"Every Bissell purchase helps save pets. Bissell proudly supports Bissell pet foundation and its mission to help save homeless pets.
Our most powerful portable spot and stain cleaner for carpets, stairs, upholstery, auto interiors, and more.
Combines superior suction, scrubbing action and professional cleaning solution to remove stubborn pet stains, embedded dirt and more.
Provides a deep clean that leaves you with professional-style results.
Permanently removes tough pet stains with the power of OXY.",Bissell,Spotclean Pet Pro,us,1345823.0,3
1974866,,pikachu ipad case 10.2,us,B088NSYJLW,substitute,Sonic Pikachu Super Mario Smash Bros Kirby Case Fit Ipad 7 Th 10.2 Inch Case with Auto Sleep/Wake Ultra Slim Lightweight Stand Leather Case,,,Olicsley,,us,989873.0,2
2011996,,10” platform bed without headboard,us,B078YZJB4Y,substitute,"Zinus Moiz 14 Inch Wood Platform Bed / No Box Spring Needed / Wood Slat Support / Dark Brown, Queen",,"Platform Wood Bed in Dark Brown Color | Mattress not included
Product dimensions – 79.5” L x 59.5” W x 14” H | Weight – 53.9 lbs. | Weight limit – 500 lbs. excluding mattress | Distance between slats – 3” | Distance from floor to bottom of frame – 10.5 | Total legs – 9 (6 at sides & 3 in the middle)
Wood frame is made from 100% solid wood and features clean, traditional styling with a variety of available colors
Designed with sturdy wooden slats to support and extend the life of any foam, latex or spring mattress without the use of a box spring
14 inch overall height with 10.5 inches of clearance space under the bed is perfect for storing odds and ends",Zinus,Dark Brown,us,1419354.0,3
1539175,,descendants books,us,1693355191,exact,Descendants 3 Coloring Book: Jumbo Descendants 3 Coloring Book With 33 Premium Images,,,,,us,543125.0,2
997439,,age repair isdin color,es,B00J5FTVD8,substitute,"Fotoprotector ISDIN Gel Cream Dry Touch Color SPF 50+ - Protector solar facial BB Cream con toque seco y mate, 50 ml",,"Corrige y difumina las imperfecciones, hidrata e Ilumina, Proporciona un efecto matificante, con toque seco, adecuado para la piel normal, mixta y grasa
Reduce los brillos no deseados de la piel, una vez absorbido, desaparece, sin dejar residuo, No comedogénico
Apto para piel sensible, No sensibilizante, Resistente al agua, Testado dermatológicamente",Fotoprotección Isdin,Blanco,es,158535.0,5
35789,10075.0,samsung galaxy a10,us,B07ZG5RFK6,substitute,"Samsung Galaxy A20S w/Triple Cameras (32GB, 3GB RAM) 6.5"" Display, Snapdragon 450, 4000mAh Battery, US & Global 4G LTE GSM Unlocked A207M/DS - International Model (Red, 32GB + 64GB SD Bundle)","Galaxy A20s, A big display for big funWhen you're traveling through new worlds, vlogs, and games, Galaxy A20s's bigger screen makes for a better view. Its 6.5-inch Infinity-V display stretches from edge to edge, taking your everyday experiences from good to amazing. A glossy back that's comfortable to holdA phone with a glossy back and smooth curves, fits just right in your hand for a comfortable grip you'll feel right away. Triple camera so every shot stands outThe triple camera makes your moments feel special with the 13MP, 5MP Depth Camera, and 8MP Ultra Wide Camera. The Depth Camera spotlights your subject, while the Ultra Wide Camera fits in 120-degrees worth of memories. Ultra-Wide Camera for a greater perspectiveThe 77-degree Wide-angle and 120-degree Ultra Wide-angle let you capture what you see, so you won't miss the moment from where you stand. A camera that makes your subjects stand apartThe 5MP Depth Camera lets you adjust the depth of field before and after you nail the shot. A camera that puts you in the spotlight8MP front camera makes your selfies look more stunning, and with Live focus, you get a gentle background blur that makes your personality the star of the picture. The performance to go faster and run smootherA powerful Octa-core processor and 3GB of RAM handle your graphics-heavy games and live streams at rapid speeds. With 32GB of internal memory and up to 512GB of external storage. Powered for the way you live your everydayGalaxy A20s's 4,000 mAh battery and 15W Fast Charging technology mean you're powered. Convenient mobile security, Fingerprint sensor, Face recognition","International Model - No Warranty in US. Compatible with Most GSM Carriers like T-Mobile, AT&T, MetroPCS, etc. Will NOT work with CDMA Carriers Such as Verizon, Sprint, Boost
RAM 3GB , ROM 32GB Internal Memory ; MicroSD (Up to 512GB), Android 9.0 (Pie), Qualcomm SDM450 Snapdragon 450 (14 nm), Octa-core 1.8 GHz Cortex-A53, Adreno 506
Main Rear Camera: 13.0 MP + 8.0 MP + 5.0 MP , F1.8 , F2.2 , F2.2 ; Front Camera: 8.0 MP , F2.0, Non-removable Li-Po 4000 mAh battery
3G HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100, 4G LTE band 1(2100), 2(1900), 3(1800), 5(850), 7(2600), 8(900), 20(800), 28(700), 34(2000), 38(2600), 39(1900), 40(2300), 41(2500)
6.5 inches, 103.7 cm2 (~81.9% screen-to-body ratio) 720 x 1560 pixels (HD+), 19.5:9 ratio (~264 ppi density) IPS LCD capacitive touchscreen, 16M colors",Samsung Electronics,Red,us,,2
2325425,,light pink nightstand lamp,us,B08Y57CG6P,exact,"Crystal Table Lamp Touch Control, Small Rose Gold Lamp with 2 USB Ports, 3 Way Dimmable Touch Crystal Lamp for Living Room, Pink Nightstand Lamp for Grils Bedroom Decor, Dining Room(Bulb Included)",crystal table lamp,"💗Elegant & Modern Crystal Beside Lamp: This rose gold lamp contains 180 pcs clear K9 crystals, looks luxury and connects tightly with lampshade to avoid falling off. Clear crystals refract beautiful rainbow under natural sunshine when light off, cast pretty shadows on the wall when light on.
💗3 Way Dimmable Crystal Nightstand Lamp: This small crystal lamp has 4 brightness mode from low, medium, high or off by touching base, pole or lampshade to adjust brightness. Different brightness caters to your different lighting needs. It’s super handy to operate.
💗Crystal Bedroom Lamp with Dual USB Ports: The touch beside lamp with 2 USB charging ports, which means you can simultaneously charge your mobile phone, tablet, kindle, iPad and more electronic devices. The USB charging function will work regardless of whether the table lamp is on/off. But you need to turn on the main switch of the lamp and wall socket first.
💗Dimmable ST64 E26 Base Bulbs Included: Dimmable touch lamp includes a 60w 2200K Bulb, K9 crystal and our E26 bulb match up to emit romantic and bright light, flicker-free, buzzing-free, mercury-free and bedroom lamps save up to 90% in energy use.
💗Ideal Home Decoration & Gift: Modern and Luxurious crystal table lamp with 2 usb charging ports is not only glam but also very practical. Perfect for decorating any corner of your home like bedroom, living room, dinning table, kids room. Also a great gift to your friends and families in Thanks Giving Day, Valentine's Day, Christmas Day, etc.",Ambimall,"Rose Gold,pink",us,1471365.0,2
1572233,,dress up clothes for little girls,us,B07SH2FX2X,exact,"Disney Junior Minnie Mouse Bowdazzling Dress Up Trunk Set, 21 Pieces, Size 4-6x, Amazon Exclusive, by Just Play",,"Your little Minnie Mouse fan will love mixing and matching Minnie-inspired tops and skirts, including a double-sided skirt for more fashion play. Accessorize Minnie outfits with the bangle bracelets, heart-shaped rings, and heart-shaped necklace.
21-piece set includes four tops, three skirts, two satin headbands, one Minnie Mouse ears headband with two interchangeable bows, one necklace, three bangles, three rings, one sticker sheet, and a reusable cardboard storage trunk.
Minnie Mouse ears, satin headband can be customized with two interchangeable bow styles, pink polka dot or sequin
Great role-play set for pretend play or dress-up so kids can get screen-free, fun and be the star of their own show
Comes in a cute reusable, multipurpose cardboard storage trunk organizer",MINNIE MOUSE,Multi-color,us,571561.0,5
1871959,,melissa flats,us,B017P8K2KW,exact,"Melissa Women's Campana Zigzag II Flats, Silver, 8 B(M) US","Intersecting lines bring unique, sculptural style to these glitter-covered PVC Melissa flats. Curved top line. Rubber sole.",PVC,Melissa,Lt Silver,us,871286.0,1
1423906,,car seat mirror without headrest,us,B07YWHVS5Z,exact,"E-Bro Baby Car Mirror,Universal 3 in 1 Car Baby Mirror 360° Rotating Wide View on Windshield,Sun Visor or Rear Seat Headrest for Baby Child Safety",<br>Specifications:<br> <br>Color: Black<br> <br>Material: Acrylic+ABS<br> <br>Mirror Dimensions: Approx. 17cmX10.5cmX1.3cm/6.70''X4.13''X0.51''<br> <br>Package Included:<br> <br>1 X Baby Car Mirror<br> <br>1 X Visor Frame Base<br> <br>1 X Suckers Base<br>,"Convex of Design for security helps drivers observe a baby that is in rearward facing car seat, without having to turn your head whilst driving.
Three connection methods (3 in 1) are suitable for different needs of customers. The suction cup is used on the front windshield to directly see the baby (12+ months) in the back row. The strap base is located on the back headrest to watch the infant (0-12 months) through the central control mirror. Besides, it can be installed on the sun visor to get a wider view.
Large adjustment and 360° rotation for easy positioning, you can rotate and pivot for having full sight of your precious child and surroundings with the Extra-Large Wide angles this mirror provides.
Easy to install in seconds, the mirror tightly attaches to your windshield, sun visor or rear seat headrest. It doesn’t move or vibrate because the special design makes it attached to any backseat or glass of most cars, vans, SUVs, & Trucks.
Shatter-proof material for added safety, lightweight and durable. Made of environmental Acrylic Safety Glass surrounded by a black plastic frame, in the event of a Crash or Accident you can ensure your kid is Secure.",E-Bro,,us,454030.0,5
2145775,,tiny anchors,us,B0814BDGH1,exact,Youliang 20pcs Silver Color Anchor Charms Pendant for DIY Jewelry Making Accessories,Specification:<br> Type: Anchor Pendant<br> Length: 18mm<br> Width: 14mm<br> Weight: 14g<br> Material: Zinc Alloy<br> Color: Silver<br> Treatment process: Electroplating<br> Package includes: 20 x Anchor Pendant,"DIY antique fashion pendant anchor shape
Antique keys, musical symbols and exquisite anchors
Various design options to meet the needs of DIY fans
High quality materials, very good quality, affordable price, worth purchasing
Length: 18mm; Width: 14mm; Weight: 14g",Youliang,Silver,us,1209803.0,2
2579383,,いけかわあきら,jp,4887842341,irrelevant,英文「超」精読――ほんとうの意味がわかる,,,,,jp,1726718.0,4
2626827,,開けないで下さい ステッカー,jp,B08CZKN3HJ,substitute,椅子用 ソーシャルディスタンス シール「ここに座らないでください」サインステッカー 日本製 （200×140ｍｍ：10枚セット）,ベンチや待合室の席などに。 飛沫感染対策として人との距離を保つソーシャルディスタンスを促す「ここに座らないでください」サインステッカーです。 安心の日本製シール。サイズ：200×140ｍｍ。再剥離可能で貼り直しができます。（※貼り直すたびに粘着は弱まります） ◆並ぶときに床に貼ってある床サインステッカー「間隔を開けてお待ちください」の、「椅子バージョン」です。◆素材は耐久性・耐水性に非常に優れたR-ユポを使用、滑りにくい仕様の高品質ステッカーです。 裏紙にスリット入りで、貼る際に位置決めがしやすく、はじめてでも簡単きれいに貼ることができます。 ◆水分や汚れを取り除いてから貼り付けてください。◆本製品は凹凸のある素材に貼る事は適しておりません。剥がれる可能性があります。◆本製品は再剥離可能な素材を使用していますが、柔らかい素材（合皮など）に使用した場合、剥がす際には使用物が傷つかない様に慎重に剥がしてください。◆ペンキなどで塗装されたもの、プリントされたもの等の貼り付けは剥がす際に表面がシール側についてくる可能性がありますのでご使用を控えてください。◆直射日光や、極端な高温低温・多湿を避けて保存してください。◆本製品をご使用時においての汚損・破損、また貼る際の失敗についての責任は負いかねます。,"病院などの待合室ベンチや、店舗・食堂・飲食店のイスなどに貼る、ソーシャルディスタンスを促す「ここに座らないでください」サインステッカーです。コロナウィルス対策・飛沫感染対策の手段として、人との距離を保つため、座ってほしくない席に貼ります。
生産：安心の日本製 /サイズ：200×140ｍｍ。/数量：10枚セット / 再剥離可能で貼り直しができます。素材は耐久性・耐水性に非常に優れたR-ユポを使用、滑りにくい仕様（ロイヤルマットラミ加工）の高品質ステッカーです。
裏紙にスリット入りで、貼る際に位置決めがしやすく、はじめてでも簡単きれいに貼ることができます。
amazon倉庫より、即日発送です",あミューズ,,jp,1775756.0,4
